tool	source_genome	category	label	source_genome_length	n_fragments	TP	FP	TN	FN	precision	recall	specificity	FPR	F1	MCC	AUPRC
HVSeeker	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	1	1	0	0.0	0.0	0.5	0.5	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	2	12	0	0.0	0.0	0.8571	0.1429	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	1	6	0	0.0	0.0	0.8571	0.1429	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	4	49	0	0.0	0.0	0.9245	0.0755	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
HVSeeker	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
HVSeeker	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	1	46	0	0.0	0.0	0.9787	0.0213	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	2	6	0	0.0	0.0	0.75	0.25	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	1	32	0	0.0	0.0	0.9697	0.0303	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	1	7	0	0.0	0.0	0.875	0.125	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
HVSeeker	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	4	65	0	0.0	0.0	0.942	0.058	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
HVSeeker	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	4	78	0	0.0	0.0	0.9512	0.0488	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	5	49	0	0.0	0.0	0.9074	0.0926	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	1	35	0	0.0	0.0	0.9722	0.0278	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	1	24	0	0.0	0.0	0.96	0.04	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	3	61	0	0.0	0.0	0.9531	0.0469	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	16	65	0	0.0	0.0	0.8025	0.1975	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
HVSeeker	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	4	11	0	0.0	0.0	0.7333	0.2667	0.0	0.0	0.0
HVSeeker	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	5	71	0	0.0	0.0	0.9342	0.0658	0.0	0.0	0.0
HVSeeker	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	645	466	0	0.0	0.0	0.4194	0.5806	0.0	0.0	0.0
HVSeeker	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	713	173	0	0.0	0.0	0.1953	0.8047	0.0	0.0	0.0
HVSeeker	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	855	493	0	0.0	0.0	0.3657	0.6343	0.0	0.0	0.0
HVSeeker	NZ_CP039267.1	negative_control	bacterial	16343	10	0	6	4	0	0.0	0.0	0.4	0.6	0.0	0.0	0.0
HVSeeker	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	567	312	0	0.0	0.0	0.3549	0.6451	0.0	0.0	0.0
HVSeeker	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	367	597	0	0.0	0.0	0.6193	0.3807	0.0	0.0	0.0
Jaeger	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	0	0	0	26	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	0	0	0	27	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	0	0	0	27	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	0	0	0	32	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	MW387018.1	gardnerella_phage	viral	50268	33	0	0	0	33	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_001357.1	hpv	viral	7857	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_001443.1	hpv	viral	7824	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_001526.4	hpv	viral	7906	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_001592.1	hpv	viral	7942	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_001798.2	herpesvirus	viral	154675	103	0	0	0	103	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_001806.2	herpesvirus	viral	152222	101	0	0	0	101	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_002076.2	anellovirus	viral	3852	2	0	0	0	2	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_007924.1	lactobacillus_phage	viral	38239	25	0	0	0	25	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NC_011801.1	lactobacillus_phage	viral	38934	25	0	0	0	25	0.0	0.0	NA	NA	0.0	0.0	NA
Jaeger	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	0	12	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	0	67	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	0	6	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	0	23	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	0	98	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	0	99	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	0	19	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	0	24	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	0	4	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	0	14	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	0	53	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	0	47	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	0	33	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	0	69	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	0	82	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	0	54	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	0	36	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	0	25	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	0	64	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	0	81	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	0	15	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	0	76	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	0	1111	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	0	886	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	0	1348	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_CP039267.1	negative_control	bacterial	16343	10	0	0	10	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	0	879	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Jaeger	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	0	964	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
TransGINmer	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	18	0	0	8	1.0	0.6923	NA	NA	0.8182	0.0	1.0
TransGINmer	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	20	0	0	7	1.0	0.7407	NA	NA	0.8511	0.0	1.0
TransGINmer	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	27	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
TransGINmer	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	8	0	0	24	1.0	0.25	NA	NA	0.4	0.0	1.0
TransGINmer	MW387018.1	gardnerella_phage	viral	50268	33	20	0	0	13	1.0	0.6061	NA	NA	0.7547	0.0	1.0
TransGINmer	NC_001357.1	hpv	viral	7857	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
TransGINmer	NC_001443.1	hpv	viral	7824	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
TransGINmer	NC_001526.4	hpv	viral	7906	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
TransGINmer	NC_001592.1	hpv	viral	7942	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
TransGINmer	NC_001798.2	herpesvirus	viral	154675	103	82	0	0	21	1.0	0.7961	NA	NA	0.8865	0.0	1.0
TransGINmer	NC_001806.2	herpesvirus	viral	152222	101	83	0	0	18	1.0	0.8218	NA	NA	0.9022	0.0	1.0
TransGINmer	NC_002076.2	anellovirus	viral	3852	2	2	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
TransGINmer	NC_007924.1	lactobacillus_phage	viral	38239	25	17	0	0	8	1.0	0.68	NA	NA	0.8095	0.0	1.0
TransGINmer	NC_011801.1	lactobacillus_phage	viral	38934	25	14	0	0	11	1.0	0.56	NA	NA	0.7179	0.0	1.0
TransGINmer	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
TransGINmer	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
TransGINmer	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	6	6	0	0.0	0.0	0.5	0.5	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	15	52	0	0.0	0.0	0.7761	0.2239	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	2	4	0	0.0	0.0	0.6667	0.3333	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	9	14	0	0.0	0.0	0.6087	0.3913	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	10	88	0	0.0	0.0	0.898	0.102	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	27	72	0	0.0	0.0	0.7273	0.2727	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	6	13	0	0.0	0.0	0.6842	0.3158	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
TransGINmer	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	3	21	0	0.0	0.0	0.875	0.125	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	1	3	0	0.0	0.0	0.75	0.25	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	2	5	0	0.0	0.0	0.7143	0.2857	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	2	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	2	12	0	0.0	0.0	0.8571	0.1429	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	7	21	0	0.0	0.0	0.75	0.25	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	7	46	0	0.0	0.0	0.8679	0.1321	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
TransGINmer	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
TransGINmer	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	8	39	0	0.0	0.0	0.8298	0.1702	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	4	4	0	0.0	0.0	0.5	0.5	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	3	30	0	0.0	0.0	0.9091	0.0909	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	1	7	0	0.0	0.0	0.875	0.125	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	7	62	0	0.0	0.0	0.8986	0.1014	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
TransGINmer	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	6	76	0	0.0	0.0	0.9268	0.0732	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	11	43	0	0.0	0.0	0.7963	0.2037	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	4	32	0	0.0	0.0	0.8889	0.1111	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	4	21	0	0.0	0.0	0.84	0.16	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	9	55	0	0.0	0.0	0.8594	0.1406	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	9	72	0	0.0	0.0	0.8889	0.1111	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
TransGINmer	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	1	14	0	0.0	0.0	0.9333	0.0667	0.0	0.0	0.0
TransGINmer	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	4	72	0	0.0	0.0	0.9474	0.0526	0.0	0.0	0.0
TransGINmer	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	445	666	0	0.0	0.0	0.5995	0.4005	0.0	0.0	0.0
TransGINmer	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	311	575	0	0.0	0.0	0.649	0.351	0.0	0.0	0.0
TransGINmer	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	119	1229	0	0.0	0.0	0.9117	0.0883	0.0	0.0	0.0
TransGINmer	NZ_CP039267.1	negative_control	bacterial	16343	10	0	0	10	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TransGINmer	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	98	781	0	0.0	0.0	0.8885	0.1115	0.0	0.0	0.0
TransGINmer	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	306	658	0	0.0	0.0	0.6826	0.3174	0.0	0.0	0.0
ViraLM	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	25	0	0	1	1.0	0.9615	NA	NA	0.9804	0.0	1.0
ViraLM	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	23	0	0	4	1.0	0.8519	NA	NA	0.92	0.0	1.0
ViraLM	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	27	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	23	0	0	9	1.0	0.7188	NA	NA	0.8364	0.0	1.0
ViraLM	MW387018.1	gardnerella_phage	viral	50268	33	21	0	0	12	1.0	0.6364	NA	NA	0.7778	0.0	1.0
ViraLM	NC_001357.1	hpv	viral	7857	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	NC_001443.1	hpv	viral	7824	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	NC_001526.4	hpv	viral	7906	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	NC_001592.1	hpv	viral	7942	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	NC_001798.2	herpesvirus	viral	154675	103	103	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	NC_001806.2	herpesvirus	viral	152222	101	101	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	NC_002076.2	anellovirus	viral	3852	2	2	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	NC_007924.1	lactobacillus_phage	viral	38239	25	24	0	0	1	1.0	0.96	NA	NA	0.9796	0.0	1.0
ViraLM	NC_011801.1	lactobacillus_phage	viral	38934	25	25	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
ViraLM	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
ViraLM	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
ViraLM	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	1	11	0	0.0	0.0	0.9167	0.0833	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	1	66	0	0.0	0.0	0.9851	0.0149	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	1	5	0	0.0	0.0	0.8333	0.1667	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	1	22	0	0.0	0.0	0.9565	0.0435	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	0	98	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	9	90	0	0.0	0.0	0.9091	0.0909	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	0	19	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
ViraLM	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	0	24	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	1	3	0	0.0	0.0	0.75	0.25	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	0	14	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	0	53	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
ViraLM	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
ViraLM	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	2	45	0	0.0	0.0	0.9574	0.0426	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	1	7	0	0.0	0.0	0.875	0.125	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	1	32	0	0.0	0.0	0.9697	0.0303	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	2	67	0	0.0	0.0	0.971	0.029	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
ViraLM	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	5	77	0	0.0	0.0	0.939	0.061	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	1	53	0	0.0	0.0	0.9815	0.0185	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	0	36	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	0	25	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	4	60	0	0.0	0.0	0.9375	0.0625	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	0	81	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
ViraLM	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	0	15	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ViraLM	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	5	71	0	0.0	0.0	0.9342	0.0658	0.0	0.0	0.0
ViraLM	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	354	757	0	0.0	0.0	0.6814	0.3186	0.0	0.0	0.0
ViraLM	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	102	784	0	0.0	0.0	0.8849	0.1151	0.0	0.0	0.0
ViraLM	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	79	1269	0	0.0	0.0	0.9414	0.0586	0.0	0.0	0.0
